#,Title,Played,Cover,Platform,Genre,Release date,Summary,Barcode,Creation date,Modified date,Short ID,Manual sorting,Managed docs sorting,Entity
1,Marvel's Spider-Man,Yes,media/1AB3CFC8-D39F-42B2-934C-0EC9008FF107.jpg,PlayStation 4,"Adventure, Hack and slash/Beat 'em up",09/7/2018,"Starring the world’s most iconic Super Hero, Spider-Man features the acrobatic abilities, improvisation and web-slinging that the wall-crawler is famous for, while also introducing elements never-before-seen in a Spider-Man game. From traversing with parkour and utilizing the environment, to new combat and blockbuster set pieces, it’s Spider-Man unlike any you’ve played before.",,05/27/2025 4:50 PM,05/27/2025 4:51 PM,E4QMIR,0,0,
